snapshot_date,principle,total_value
2018-07-22,321479.37,353513.29
2018-07-23,321479.37,356841.78
2018-07-24,321479.37,365993.31
2018-07-25,321479.37,362618.12
2018-07-26,321479.37,358845.38
2018-07-27,321479.37,355938.46
2018-07-28,321479.37,355938.46
2018-07-29,321479.37,355938.46
2018-07-30,321479.37,350983.16
2018-07-31,321479.37,352113.52
2018-08-01,321479.37,343656.57
2018-08-02,334281.65,343354.77
2018-08-03,334281.65,334510.3
2018-08-04,334281.65,334510.3
2018-08-05,334281.65,334510.3
2018-08-06,334281.65,328116.2
2018-08-07,334281.65,337478.71
2018-08-08,334281.65,330078.83
2018-08-09,334281.65,342740.1
2018-08-10,334281.65,345555.56
2018-08-11,334281.65,345555.56
2018-08-12,334281.65,345555.56
2018-08-13,334281.65,347154.05
2018-08-14,334281.65,343491.42
2018-08-15,334281.65,335247.93
2018-08-16,334281.65,335293.99
2018-08-17,334281.65,330079.91
2018-08-18,334281.65,330079.91
2018-08-19,334281.65,330079.91
2018-08-20,334281.65,332177.99
2018-08-21,334281.65,334696.63
2018-08-22,334281.65,328693.02
2018-08-23,334281.65,327767.53
2018-08-24,334281.65,326035.63
2018-08-25,334281.65,326035.63
2018-08-26,334281.65,326035.63
2018-08-27,341394.03,340336.51
2018-08-28,341394.03,340541.99
2018-08-29,341394.03,335535.01
2018-08-30,341394.03,332487.48
2018-08-31,341394.03,327984.87
2018-09-01,341394.03,327984.87
2018-09-02,341394.03,327984.87
2018-09-03,341394.03,328321.17
2018-09-04,341394.03,333420.94
2018-09-05,341394.03,332060.04
2018-09-06,341394.03,325925.22
2018-09-07,341394.03,325293.08
2018-09-08,341394.03,325293.08
2018-09-09,341394.03,325293.08
2018-09-10,341394.03,317080.68
2018-09-11,341394.03,317939.96
2018-09-12,341394.03,314179.77
2018-09-13,341394.03,318163.98
2018-09-14,341394.03,316364.45
2018-09-15,341394.03,316364.45
2018-09-16,341394.03,316364.45
2018-09-17,341394.03,311958.64
2018-09-18,341394.03,317095
2018-09-19,341394.03,322674.55
2018-09-20,341394.03,323495.94
2018-09-21,341394.03,331294.12
2018-09-22,341394.03,331294.12
2018-09-23,341394.03,331294.12
2018-09-24,341394.03,331294.12
2018-09-25,341394.03,327713.83
2018-09-26,341394.03,330835.92
2018-09-27,341394.03,326305.38
2018-09-28,341394.03,329775.18
2018-09-29,341394.03,329775.18
2018-09-30,341394.03,329775.18
2018-10-01,341394.03,329775.18
2018-10-02,341394.03,329775.18
2018-10-03,341394.03,329775.18
2018-10-04,341394.03,329775.18
2018-10-05,341394.03,329775.18
2018-10-06,341394.03,329775.18
2018-10-07,341394.03,329775.18
2018-10-08,341394.03,311694.12
2018-10-09,341394.03,311780.15
2018-10-10,341394.03,309944.18
2018-10-11,345661.45,294098.59
2018-10-12,345661.45,295254.73
2018-10-13,345661.45,295254.73
2018-10-14,345661.45,295254.73
2018-10-15,345661.45,289812.88
2018-10-16,345661.45,283392.29
2018-10-17,345661.45,287350.99
2018-10-18,345661.45,279884.65
2018-10-19,345661.45,287315.15
2018-10-20,345661.45,287315.15
2018-10-21,345661.45,287315.15
2018-10-22,345661.45,303011.94
2018-10-23,345661.45,293541.91
2018-10-24,345661.45,293032.32
2018-10-25,345661.45,292606.65
2018-10-26,347083.93,295441.37
2018-10-27,347083.93,295441.37
2018-10-28,347083.93,295441.37
2018-10-29,347083.93,289366.91
2018-10-30,347083.93,293062.61
2018-10-31,348506.4,299420.57
2018-11-01,348506.4,303261.86
2018-11-02,348506.4,318231.97
2018-11-03,348506.4,318231.97
2018-11-04,348506.4,318231.97
2018-11-05,348506.4,321674.79
2018-11-06,348506.4,319581.82
2018-11-07,348506.4,316746.85
2018-11-08,349217.64,315541.13
2018-11-09,349217.64,313456.84
2018-11-10,349217.64,313456.84
2018-11-11,349217.64,313456.84
2018-11-12,349217.64,326044.33
2018-11-13,349217.64,332943.44
2018-11-14,349217.64,330231.44
2018-11-15,349217.64,335195.23
2018-11-16,349217.64,339572.49
2018-11-17,349217.64,339572.49
2018-11-18,349217.64,339572.49
2018-11-19,349217.64,341953.04
2018-11-20,349217.64,327274.23
2018-11-21,349217.64,329519.06
2018-11-22,349217.64,330007.53
2018-11-23,349217.64,319484.78
2018-11-24,349217.64,319484.78
2018-11-25,349217.64,319484.78
2018-11-26,349217.64,319171.07
2018-11-27,349217.64,318625.92
2018-11-28,349217.64,326460.73
2018-11-29,349217.64,318807.47
2018-11-30,349217.64,322894.35
2018-12-01,349217.64,322894.35
2018-12-02,349217.64,322894.35
2018-12-03,349217.64,334157.91
2018-12-04,349217.64,332620.46
2018-12-05,349217.64,331734.72
2018-12-06,349217.64,324170.32
2018-12-07,349217.64,324738.35
2018-12-08,349217.64,324738.35
2018-12-09,349217.64,324738.35
2018-12-10,349217.64,318669.03
2018-12-11,349217.64,321465.72
2018-12-12,349217.64,322800.93
2018-12-13,349217.64,329982.61
2018-12-14,349217.64,323423.7
2018-12-15,349217.64,323423.7
2018-12-16,349217.64,323423.7
2018-12-17,349217.64,320443.64
2018-12-18,349217.64,318227.1
2018-12-19,349217.64,314924.49
2018-12-20,349217.64,316392.88
2018-12-21,349217.64,312947.37
2018-12-22,349217.64,312947.37
2018-12-23,349217.64,312947.37
2018-12-24,349217.64,316252.03
2018-12-25,349217.64,312832.32
2018-12-26,349217.64,309900.95
2018-12-27,349217.64,306071.73
2018-12-28,349217.64,303672.56
2018-12-29,349217.64,303672.56
2018-12-30,349217.64,303672.56
2018-12-31,349217.64,303672.56
2019-01-01,349217.64,303672.56
2019-01-02,349217.64,298640.51
2019-01-03,349217.64,296671.43
2019-01-04,349217.64,304482.73
2019-01-05,349217.64,304482.73
2019-01-06,349217.64,304482.73
2019-01-07,349217.64,310300.54
2019-01-08,349217.64,312838.31
2019-01-09,349217.64,317510.79
2019-01-10,349217.64,318542.81
2019-01-11,349217.64,319678.85
2019-01-12,349217.64,319678.85
2019-01-13,349217.64,319678.85
2019-01-14,349217.64,318338.87
2019-01-15,349217.64,328220.35
2019-01-16,349217.64,327460.38
2019-01-17,349217.64,325161.56
2019-01-18,349217.64,329464.57
2019-01-19,349217.64,329464.57
2019-01-20,349217.64,329464.57
2019-01-21,364153.63,346371.07
2019-01-22,364153.63,341886.43
2019-01-23,364153.63,341393.48
2019-01-24,369843.53,353706.31
2019-01-25,369843.53,356748.04
2019-01-26,369843.53,356748.04
2019-01-27,369843.53,356748.04
2019-01-28,369843.53,355254.47
2019-01-29,369843.53,352207.99
2019-01-30,369843.53,348100.74
2019-01-31,350640.11,329847.64
2019-02-01,350640.11,340981.22
2019-02-02,350640.11,340981.22
2019-02-03,350640.11,340981.22
2019-02-04,350640.11,340981.22
2019-02-05,350640.11,340981.22
2019-02-06,350640.11,340981.22
2019-02-07,350640.11,340981.22
2019-02-08,350640.11,340981.22
2019-02-09,350640.11,340981.22
2019-02-10,350640.11,340981.22
2019-02-11,350640.11,353016.37
2019-02-12,350640.11,358431.07
2019-02-13,350640.11,369754.07
2019-02-14,350640.11,378083.81
2019-02-15,350640.11,378549.67
2019-02-16,350640.11,378549.67
2019-02-17,350640.11,378549.67
2019-02-18,350640.11,396182.29
2019-02-19,350640.11,396919.02
2019-02-20,348506.4,395280.87
2019-02-21,348506.4,393908.65
2019-02-22,348506.4,401156.38
2019-02-23,348506.4,401156.38
2019-02-24,348506.4,401156.38
2019-02-25,348506.4,425186.21
2019-02-26,348506.4,423020.07
2019-02-27,348506.4,412994.7
2019-02-28,334281.65,402376.97
2019-03-01,334281.65,413063.56
2019-03-02,334281.65,413063.56
2019-03-03,334281.65,413063.56
2019-03-04,334281.65,426307.52
2019-03-05,334281.65,438601.24
2019-03-06,334281.65,447888
2019-03-07,334281.65,450598.73
2019-03-08,334281.65,436974.81
2019-03-09,334281.65,436974.81
2019-03-10,334281.65,436974.81
2019-03-11,334281.65,440775.24
2019-03-12,334281.65,444765.67
2019-03-13,334281.65,433332.01
2019-03-14,334281.65,429410.87
2019-03-15,334281.65,434240.3
2019-03-16,334281.65,434240.3
2019-03-17,334281.65,434240.3
2019-03-18,334281.65,442878.94
2019-03-19,334281.65,443915.48
2019-03-20,334281.65,443073.02
2019-03-21,334281.65,442772.27
2019-03-22,334281.65,442083.56
2019-03-23,334281.65,442083.56
2019-03-24,334281.65,442083.56
2019-03-25,334281.65,436590.17
2019-03-26,334281.65,433666.77
2019-03-27,334281.65,433570.29
2019-03-28,334281.65,430551.53
2019-03-29,334281.65,440226.04
2019-03-30,334281.65,440226.04
2019-03-31,334281.65,440226.04
2019-04-01,334281.65,456038.84
2019-04-02,334281.65,456829.12
2019-04-03,334281.65,458641.56
2019-04-04,334281.65,459734.03
2019-04-05,334281.65,459734.03
2019-04-06,334281.65,459734.03
2019-04-07,334281.65,459734.03
2019-04-08,334281.65,454078
2019-04-09,334281.65,456866.44
2019-04-10,334281.65,456455.38
2019-04-11,334281.65,455576.68
2019-04-12,334281.65,450635.46
2019-04-13,334281.65,450635.46
2019-04-14,334281.65,450635.46
2019-04-15,328591.75,442527.09
2019-04-16,328591.75,448894.23
2019-04-17,320056.9,444295.74
2019-04-18,320056.9,442118.19
2019-04-19,320056.9,444939.02
2019-04-20,320056.9,444939.02
2019-04-21,320056.9,444939.02
2019-04-22,320056.9,444922.61
2019-04-23,320056.9,446689.62
2019-04-24,362731.15,498621.19
2019-04-25,362731.15,485110.64
2019-04-26,362731.15,476311.41
2019-04-27,362731.15,476311.41
2019-04-28,362731.15,476311.41
2019-04-29,362731.15,467528.42
2019-04-30,362731.15,469493.94
2019-05-01,362731.15,469493.94
2019-05-02,362731.15,469493.94
2019-05-03,362731.15,469493.94
2019-05-04,362731.15,469493.94
2019-05-05,362731.15,469493.94
2019-05-06,362731.15,449767.81
2019-05-07,362731.15,452751.73
2019-05-08,362731.15,453504.08
2019-05-09,362731.15,447417.19
2019-05-10,362731.15,456547.67
2019-05-11,362731.15,456547.67
2019-05-12,362731.15,456547.67
2019-05-13,362731.15,454607.54
2019-05-14,362731.15,453726.31
2019-05-15,362731.15,457597.87
2019-05-16,362731.15,458846.79
2019-05-17,362731.15,447593.86
2019-05-18,362731.15,447593.86
2019-05-19,362731.15,447593.86
2019-05-20,362731.15,443325.47
2019-05-21,362731.15,451995.43
2019-05-22,362731.15,450187.81
2019-05-23,362731.15,446961.66
2019-05-24,362731.15,442015.13
2019-05-25,362731.15,442015.13
2019-05-26,362731.15,442015.13
2019-05-27,362731.15,451275.58
2019-05-28,362731.15,451534.63
2019-05-29,362731.15,451906.17
2019-05-30,362731.15,448645.48
2019-05-31,362731.15,447184.96
2019-06-01,362731.15,447184.96
2019-06-02,362731.15,447184.96
2019-06-03,362731.15,443995.7
2019-06-04,362731.15,440235.32
2019-06-05,362731.15,441051.47
2019-06-06,362731.15,435483.58
2019-06-07,362731.15,435483.58
2019-06-08,362731.15,435483.58
2019-06-09,362731.15,435483.58
2019-06-10,362731.15,440570.26
2019-06-11,358463.73,448480.4
2019-06-12,358463.73,446022.9
2019-06-13,358463.73,445556.2
2019-06-14,358463.73,440696.33
2019-06-15,358463.73,440696.33
2019-06-16,358463.73,440696.33
2019-06-17,358463.73,441619.91
2019-06-18,358463.73,440490.16
2019-06-19,358463.73,447666.14
2019-06-20,358463.73,452397.86
2019-06-21,358463.73,457280.36
2019-06-22,358463.73,457280.36
2019-06-23,358463.73,457280.36
2019-06-24,358463.73,456198.13
2019-06-25,355618.78,450882.74
2019-06-26,355618.78,450441.42
2019-06-27,355618.78,453113.41
2019-06-28,355618.78,450832.08
2019-06-29,355618.78,450832.08
2019-06-30,355618.78,450832.08
2019-07-01,355618.78,464005.54
2019-07-02,355618.78,463248.14
2019-07-03,355618.78,460526.08
2019-07-04,355618.78,461780.53
2019-07-05,355618.78,460712.22
2019-07-06,355618.78,460712.22
2019-07-07,355618.78,460712.22
2019-07-08,355618.78,452332.26
2019-07-09,355618.78,451134.14
2019-07-10,355618.78,451445.9
2019-07-11,355618.78,449696.11
2019-07-12,355618.78,451969.51
2019-07-13,355618.78,451969.51
2019-07-14,355618.78,451969.51
2019-07-15,355618.78,452577.15
2019-07-16,355618.78,455031.15
2019-07-17,355618.78,454989.79
2019-07-18,355618.78,450476.31
2019-07-19,355618.78,451720.22
2019-07-20,355618.78,451720.22
2019-07-21,355618.78,451720.22
2019-07-22,355618.78,449414.17
2019-07-23,355618.78,453893.34
2019-07-24,355618.78,456280.97
2019-07-25,355618.78,460791.48
2019-07-26,355618.78,460615.1
2019-07-27,355618.78,460615.1
2019-07-28,355618.78,460615.1
2019-07-29,355618.78,460666.35
2019-07-30,355618.78,461204.91
2019-07-31,355618.78,458590.87
2019-08-01,355618.78,455607.27
2019-08-02,355618.78,450481.87
2019-08-03,355618.78,450481.87
2019-08-04,355618.78,450481.87
2019-08-05,355618.78,446114.89
2019-08-06,355618.78,439490.88
2019-08-07,355618.78,436211.43
2019-08-08,355618.78,438890.8
2019-08-09,355618.78,434769.26
2019-08-10,355618.78,434769.26
2019-08-11,355618.78,434769.26
2019-08-12,355618.78,441527.58
2019-08-13,355618.78,439322.29
2019-08-14,355618.78,443592.72
2019-08-15,355618.78,446467.96
2019-08-16,355618.78,454522.11
2019-08-17,355618.78,454522.11
2019-08-18,355618.78,454522.11
2019-08-19,355618.78,464403.69
2019-08-20,355618.78,469827.51
2019-08-21,355618.78,470899.02
2019-08-22,355618.78,474680.21
2019-08-23,355618.78,481215.6
2019-08-24,355618.78,481215.6
2019-08-25,355618.78,481215.6
2019-08-26,348506.4,469783.78
2019-08-27,348506.4,472823.36
2019-08-28,348506.4,471555.18
2019-08-29,348506.4,470233.12
2019-08-30,348506.4,468407.83
2019-08-31,348506.4,468407.83
2019-09-01,348506.4,468407.83
2019-09-02,348506.4,474588.45
2019-09-03,342105.26,473402.63
2019-09-04,334281.65,467501.96
2019-09-05,334281.65,469054.95
2019-09-06,334281.65,471001.9
2019-09-07,334281.65,471001.9
2019-09-08,334281.65,471001.9
2019-09-09,334281.65,476543.01
2019-09-10,334281.65,475721.9
2019-09-11,334281.65,474326.25
2019-09-12,334281.65,476933.52
2019-09-13,334281.65,476933.52
2019-09-14,334281.65,476933.52
2019-09-15,334281.65,476933.52
2019-09-16,334281.65,477328.21
2019-09-17,334281.65,471613.02
2019-09-18,334281.65,471412.15
2019-09-19,334281.65,475287.96
2019-09-20,334281.65,475347.23
2019-09-21,334281.65,475347.23
2019-09-22,334281.65,475347.23
2019-09-23,334281.65,472464.5
2019-09-24,334281.65,473305.59
2019-09-25,334281.65,467929.15
2019-09-26,334281.65,464716.23
2019-09-27,334281.65,465927.4
2019-09-28,334281.65,465927.4
2019-09-29,334281.65,465927.4
2019-09-30,334281.65,461045.43
2019-10-01,334281.65,461045.43
2019-10-02,334281.65,461045.43
2019-10-03,334281.65,461045.43
2019-10-04,334281.65,461045.43
2019-10-05,334281.65,461045.43
2019-10-06,334281.65,461045.43
2019-10-07,334281.65,461045.43
2019-10-08,334281.65,458727.55
2019-10-09,334281.65,459820.88
2019-10-10,334281.65,460511.49
2019-10-11,334281.65,458448.46
2019-10-12,334281.65,458448.46
2019-10-13,334281.65,458448.46
2019-10-14,334281.65,461210.17
2019-10-15,334281.65,458791.18
2019-10-16,334281.65,457445.32
2019-10-17,334281.65,456016.16
2019-10-18,334281.65,452550.65
2019-10-19,334281.65,452550.65
2019-10-20,334281.65,452550.65
2019-10-21,334281.65,451745.55
2019-10-22,334281.65,453721.81
2019-10-23,334281.65,454655.86
2019-10-24,334281.65,453427.42
2019-10-25,334281.65,455186.22
2019-10-26,334281.65,455186.22
2019-10-27,334281.65,455186.22
2019-10-28,334281.65,458877.11
2019-10-29,334281.65,456413.34
2019-10-30,334281.65,453438.55
2019-10-31,334281.65,450957.77
2019-11-01,334281.65,454583.78
2019-11-02,334281.65,454583.78
2019-11-03,334281.65,454583.78
2019-11-04,334281.65,456748.07
2019-11-05,334281.65,457141.69
2019-11-06,320056.9,441719.36
2019-11-07,320056.9,443687.99
2019-11-08,320056.9,442570.49
2019-11-09,320056.9,442570.49
2019-11-10,320056.9,442570.49
2019-11-11,320056.9,434741.53
2019-11-12,320056.9,436046.22
2019-11-13,320056.9,437252.95
2019-11-14,320056.9,438539.87
2019-11-15,320056.9,434131.68
2019-11-16,320056.9,434131.68
2019-11-17,320056.9,434131.68
2019-11-18,320056.9,436334.96
2019-11-19,320056.9,440763.5
2019-11-20,320056.9,438181.17
2019-11-21,320056.9,437527.82
2019-11-22,320056.9,434020.54
2019-11-23,320056.9,434020.54
2019-11-24,320056.9,434020.54
2019-11-25,320056.9,432400.34
2019-11-26,320056.9,433726.6
2019-11-27,320056.9,432374.58
2019-11-28,320056.9,432239.6
2019-11-29,320056.9,433195.55
2019-11-30,320056.9,433195.55
2019-12-01,320056.9,433195.55
2019-12-02,320056.9,433079.03
2019-12-03,320056.9,433453.64
2019-12-04,320056.9,433519.8
2019-12-05,320056.9,435662.13
2019-12-06,320056.9,436961.77
2019-12-07,320056.9,436961.77
2019-12-08,320056.9,436961.77
2019-12-09,320056.9,438225.56
2019-12-10,320056.9,443368.81
2019-12-11,320056.9,441011.33
2019-12-12,320056.9,440553.45
2019-12-13,320056.9,446606.07
2019-12-14,320056.9,446606.07
2019-12-15,320056.9,446606.07
2019-12-16,320056.9,454478.44
2019-12-17,320056.9,461083.41
2019-12-18,320056.9,462300.01
2019-12-19,320056.9,460946.33
2019-12-20,320056.9,458563.11
2019-12-21,320056.9,458563.11
2019-12-22,320056.9,458563.11
2019-12-23,320056.9,453157.95
2019-12-24,320056.9,458310.85
2019-12-25,320056.9,464324.83
2019-12-26,320056.9,467165.07
2019-12-27,320056.9,465934.51
2019-12-28,320056.9,465934.51
2019-12-29,320056.9,465934.51
2019-12-30,320056.9,469109.05
2019-12-31,320056.9,470036.86
2020-01-01,320056.9,470036.86
2020-01-02,320056.9,478552.91
2020-01-03,305832.15,463857.04
2020-01-04,305832.15,463857.04
2020-01-05,305832.15,463857.04
2020-01-06,305832.15,465703.87
2020-01-07,305832.15,466163.08
2020-01-08,305832.15,465371.21
2020-01-09,305832.15,468593.53
2020-01-10,305832.15,470151.95
2020-01-11,305832.15,470151.95
2020-01-12,305832.15,470151.95
2020-01-13,163584.64,330660.41
2020-01-14,163584.64,330383.57
2020-01-15,163584.64,326966.5
2020-01-16,163584.64,328094.91
2020-01-17,163584.64,331045.7
2020-01-18,163584.64,331045.7
2020-01-19,163584.64,331045.7
2020-01-20,163584.64,335245.59
2020-01-21,163584.64,331047.7
2020-01-22,163584.64,335125.27
2020-01-23,163584.64,328472.38
2020-01-24,163584.64,328472.38
2020-01-25,163584.64,328472.38
2020-01-26,163584.64,328472.38
2020-01-27,163584.64,328472.38
2020-01-28,163584.64,328472.38
2020-01-29,163584.64,328472.38
2020-01-30,163584.64,328472.38
2020-01-31,163584.64,328472.38
2020-02-01,163584.64,328472.38
2020-02-02,163584.64,328472.38
2020-02-03,163584.64,301002.48
2020-02-04,206258.89,355412.64
2020-02-05,234708.39,386423.14
2020-02-06,234708.39,393492.41
2020-02-07,234708.39,396705.35
2020-02-08,234708.39,396705.35
2020-02-09,234708.39,396705.35
2020-02-10,234708.39,400350.42
2020-02-11,234708.39,396914.94
2020-02-12,234708.39,402312.73
2020-02-13,234708.39,401017.07
2020-02-14,234708.39,401996.12
2020-02-15,234708.39,401996.12
2020-02-16,234708.39,401996.12
2020-02-17,234708.39,409868.48
2020-02-18,142247.51,322156.28
2020-02-19,128022.76,306505.61
2020-02-20,128022.76,308733.03
2020-02-21,128022.76,311129.87
2020-02-22,128022.76,311129.87
2020-02-23,128022.76,311129.87
2020-02-24,128022.76,310436.91
2020-02-25,128022.76,310625.67
2020-02-26,128022.76,304458.22
2020-02-27,128022.76,305319.89
2020-02-28,128022.76,293310.94
2020-02-29,128022.76,293310.94
2020-03-01,128022.76,293310.94
2020-03-02,128022.76,301740.67
2020-03-03,128022.76,304598.79
2020-03-04,128022.76,306628.52
2020-03-05,128022.76,309654.11
2020-03-06,128022.76,306029.42
2020-03-07,128022.76,306029.42
2020-03-08,128022.76,306029.42
2020-03-09,128022.76,293043.34
2020-03-10,128022.76,297153.45
2020-03-11,128022.76,293963.45
2020-03-12,199146.51,356616.58
2020-03-13,199146.51,351647.99
2020-03-14,199146.51,351647.99
2020-03-15,199146.51,351647.99
2020-03-16,199146.51,338176.38
2020-03-17,199146.51,335291.57
2020-03-18,199146.51,328136.19
2020-03-19,213371.27,339004.76
2020-03-20,213371.27,348145.43
2020-03-21,213371.27,348145.43
2020-03-22,213371.27,348145.43
2020-03-23,213371.27,332265.67
2020-03-24,213371.27,342039.81
2020-03-25,213371.27,352782.05
2020-03-26,213371.27,351632.31
2020-03-27,213371.27,354022.7
2020-03-28,213371.27,354022.7
2020-03-29,213371.27,354022.7
2020-03-30,213371.27,348079.52
2020-03-31,213371.27,349674.17
2020-04-01,213371.27,349877.15
2020-04-02,213371.27,354261.15
2020-04-03,213371.27,351389.32
2020-04-04,213371.27,351389.32
2020-04-05,213371.27,351389.32
2020-04-06,213371.27,351389.32
2020-04-07,213371.27,360276.03
2020-04-08,213371.27,358028.03
2020-04-09,213371.27,362118.27
2020-04-10,213371.27,357320.93
2020-04-11,213371.27,357320.93
2020-04-12,213371.27,357320.93
2020-04-13,213371.27,354796.12
2020-04-14,213371.27,359417.52
2020-04-15,213371.27,356439.59
2020-04-16,213371.27,357300.71
2020-04-17,213371.27,361403.61
2020-04-18,213371.27,361403.61
2020-04-19,213371.27,361403.61
2020-04-20,213371.27,360463.7
2020-04-21,213371.27,354936.79
2020-04-22,213371.27,357015.53
2020-04-23,213371.27,358941.5
2020-04-24,213371.27,358118.05
2020-04-25,213371.27,358118.05
2020-04-26,213371.27,358118.05
2020-04-27,213371.27,360242.15
2020-04-28,213371.27,355941.72
2020-04-29,213371.27,361042.27
2020-04-30,213371.27,368505.95
2020-05-01,213371.27,368505.95
2020-05-02,213371.27,368505.95
2020-05-03,213371.27,368505.95
2020-05-04,213371.27,368505.95
2020-05-05,213371.27,368505.95
2020-05-06,213371.27,366249.88
2020-05-07,213371.27,363195.15
2020-05-08,213371.27,368688.74
2020-05-09,213371.27,368688.74
2020-05-10,213371.27,368688.74
2020-05-11,213371.27,372075.31
2020-05-12,213371.27,369413.87
2020-05-13,213371.27,369533.75
2020-05-14,213371.27,366309.89
2020-05-15,213371.27,366992.81
2020-05-16,213371.27,366992.81
2020-05-17,213371.27,366992.81
2020-05-18,213371.27,365657.72
2020-05-19,213371.27,369866.49
2020-05-20,199146.51,354979.43
2020-05-21,199146.51,349630.35
2020-05-22,199146.51,340556.82
2020-05-23,199146.51,340556.82
2020-05-24,199146.51,340556.82
2020-05-25,199146.51,337461.58
2020-05-26,199146.51,343960.63
2020-05-27,199146.51,343646.65
2020-05-28,199146.51,342044.89
2020-05-29,199146.51,345400.87
2020-05-30,199146.51,345400.87
2020-05-31,199146.51,345400.87
2020-06-01,199146.51,355132.94
2020-06-02,199146.51,362025.09
2020-06-03,199146.51,364365.36
2020-06-04,199146.51,365155.05
2020-06-05,199146.51,373019.75
2020-06-06,199146.51,373019.75
2020-06-07,199146.51,373019.75
2020-06-08,199146.51,374152.53
2020-06-09,199146.51,374743.45
2020-06-10,199146.51,374265.78
2020-06-11,199146.51,369716.34
2020-06-12,199146.51,367523.26
2020-06-13,199146.51,367523.26
2020-06-14,199146.51,367523.26
2020-06-15,199146.51,364603.65
2020-06-16,199146.51,374486.93
2020-06-17,199146.51,374558.46
2020-06-18,199146.51,376558.88
2020-06-19,199146.51,377196.66
2020-06-20,199146.51,377196.66
2020-06-21,199146.51,377196.66
2020-06-22,199146.51,378818.59
2020-06-23,199146.51,380730.14
2020-06-24,199146.51,385434.95
2020-06-25,199146.51,385434.95
2020-06-26,199146.51,385434.95
2020-06-27,199146.51,385434.95
2020-06-28,199146.51,385434.95
2020-06-29,199146.51,383912.57
2020-06-30,199146.51,389456.6
2020-07-01,199146.51,392038.58
2020-07-02,199146.51,401533.24
2020-07-03,199146.51,403940.04
2020-07-04,199146.51,403940.04
2020-07-05,199146.51,403940.04
2020-07-06,199146.51,418063.08
2020-07-07,199146.51,417205.68
2020-07-08,199146.51,422487.26
2020-07-09,199146.51,427623.86
2020-07-10,199146.51,421536.07
2020-07-11,199146.51,421536.07
2020-07-12,199146.51,421536.07
2020-07-13,156472.26,388257.92
2020-07-14,156472.26,383842.24
2020-07-15,156472.26,376999.2
2020-07-16,156472.26,366805.61
2020-07-17,156472.26,368780.13
2020-07-18,156472.26,368780.13
2020-07-19,156472.26,368780.13
2020-07-20,156472.26,374582.9
2020-07-21,156472.26,378758.31
2020-07-22,156472.26,376144.97
2020-07-23,156472.26,378248.27
2020-07-24,156472.26,367516.75
2020-07-25,156472.26,367516.75
2020-07-26,156472.26,367516.75
2020-07-27,184921.76,395435.54
2020-07-28,184921.76,395704.81
2020-07-29,184921.76,400893.18
2020-07-30,184921.76,399460.33
2020-07-31,184921.76,399841.72
2020-08-01,184921.76,399841.72
2020-08-02,184921.76,399841.72
2020-08-03,185490.75,402872.09
2020-08-04,185490.75,408530.14
2020-08-05,185490.75,408511.16
2020-08-06,185490.75,408823.51
2020-08-07,185490.75,402124.96
2020-08-08,185490.75,402124.96
2020-08-09,185490.75,402124.96
2020-08-10,185490.75,405587.43
2020-08-11,185490.75,408803.57
2020-08-12,185490.75,405595.77
2020-08-13,185490.75,404063.96
2020-08-14,185490.75,408237.94
2020-08-15,185490.75,408237.94
2020-08-16,185490.75,408237.94
2020-08-17,185490.75,414720.07
2020-08-18,185490.75,415526.78
2020-08-19,185490.75,411330.85
2020-08-20,185490.75,405474.89
2020-08-21,185490.75,407484.84
2020-08-22,185490.75,407484.84
2020-08-23,185490.75,407484.84
2020-08-24,185490.75,416572.64
2020-08-25,185490.75,417469.16
2020-08-26,185490.75,408508.81
2020-08-27,199715.5,422616.48
2020-08-28,199715.5,426437.45
2020-08-29,199715.5,426437.45
2020-08-30,199715.5,426437.45
2020-08-31,213940.26,441411.98
2020-09-01,213940.26,443830.4
2020-09-02,213940.26,443228.79
2020-09-03,213940.26,437837.51
2020-09-04,213940.26,436464.58
2020-09-05,213940.26,436464.58
2020-09-06,213940.26,436464.58
2020-09-07,213940.26,431288.91
2020-09-08,213940.26,431595.3
2020-09-09,213940.26,422451.54
2020-09-10,213940.26,418150.76
2020-09-11,242389.76,453814.23
2020-09-12,242389.76,453814.23
2020-09-13,242389.76,453814.23
2020-09-14,242389.76,456926.07
2020-09-15,242389.76,461959.93
2020-09-16,242389.76,460338.46
2020-09-17,242389.76,464153.99
2020-09-18,242389.76,469769.51
2020-09-19,242389.76,469769.51
2020-09-20,242389.76,469769.51
2020-09-21,256614.51,477574.12
2020-09-22,256614.51,471082.02
2020-09-23,256614.51,475840.85
2020-09-24,256614.51,466383.76
2020-09-25,256614.51,466156.45
2020-09-26,256614.51,466156.45
2020-09-27,256614.51,466156.45
2020-09-28,270839.26,483903.97
2020-09-29,270839.26,483424.13
2020-09-30,270839.26,483815.16
2020-10-01,270839.26,483815.16
2020-10-02,270839.26,483815.16
2020-10-03,270839.26,483815.16
2020-10-04,270839.26,483815.16
2020-10-05,270839.26,483815.16
2020-10-06,270839.26,483815.16
2020-10-07,270839.26,483815.16
2020-10-08,270839.26,483815.16
2020-10-09,270839.26,499427.49
2020-10-10,270839.26,499427.49
2020-10-11,270839.26,499427.49
2020-10-12,270839.26,508609.07
2020-10-13,270839.26,508549.19
2020-10-14,270839.26,503742.02
2020-10-15,270839.26,497986.79
2020-10-16,270839.26,496742.98
2020-10-17,270839.26,496742.98
2020-10-18,270839.26,496742.98
2020-10-19,270839.26,492300.84
2020-10-20,270839.26,496118.94
2020-10-21,270839.26,493719.3
